vehicleType,customerID,supplierID,Material Shipped,ontime_delay,Org_latitude,Org_longitude,Des_latitude,Des_longitude,MT,ID,weather_code,temperature_max,temperature_min,diff_hours,planned_day_of_week,actual_day_of_week,planned_hour,actual_hour,planned_month,actual_month,origin_state,dest_state,distance
44,3,282,710,1,26.85,80.92,18.76,73.86,0,29,63,32,25,-19.01531388888889,5,4,12,17,8,8,17,17,1500.0
44,20,309,665,1,11.872,79.632,13.102,80.194,0,30,61,35,24,-32.60429,5,4,21,12,8,8,13,20,300.0
44,5,308,669,1,12.839,79.954,12.839,79.954,0,31,63,33,24,-36.1497425,6,4,0,12,8,8,15,24,940.0
44,20,309,1101,1,11.871,79.739,11.871,79.739,0,32,61,33,25,-46.10970472222222,6,4,14,16,8,8,13,20,300.0
44,5,271,872,1,12.839,79.954,12.839,79.954,0,33,53,33,24,-49.996785277777775,6,4,14,12,8,8,15,24,585.0
44,0,273,178,1,13.215,80.32,12.766,77.786,0,34,63,33,25,-50.354283333333335,6,4,15,12,8,8,15,14,310.0
44,5,298,1007,1,12.839,79.954,12.839,79.954,0,35,53,33,24,-51.06519333333333,6,4,15,12,8,8,15,24,3.0
44,5,271,1248,1,12.839,79.954,12.839,79.954,0,36,53,33,24,-53.625191666666666,6,4,18,12,8,8,15,24,585.0
44,0,319,141,1,13.215,80.32,12.766,77.786,0,37,63,33,25,-56.12032694444444,6,4,21,12,8,8,15,14,310.0
44,20,304,127,1,13.102,80.194,11.872,79.632,0,38,61,35,24,-54.92813805555556,6,4,20,13,8,8,15,20,170.0
44,5,318,860,1,12.839,79.954,12.839,79.954,0,39,53,33,24,-60.00713138888889,0,4,0,12,8,8,15,24,103.0
44,5,283,857,1,12.839,79.954,12.839,79.954,0,40,53,33,24,-55.70121833333334,0,4,0,17,8,8,15,24,940.0
44,5,271,1003,1,12.839,79.954,12.839,79.954,0,41,53,33,24,-61.72776944444445,0,4,2,12,8,8,15,24,20.0
44,0,319,434,1,13.215,80.32,12.766,77.786,0,42,55,33,25,-68.6576575,0,4,15,18,8,8,15,14,320.0
44,20,309,434,1,11.871,79.739,11.871,79.739,0,43,61,33,25,-73.01763222222222,0,4,14,13,8,8,13,20,300.0
44,5,283,200,1,12.839,79.954,12.839,79.954,0,44,53,33,24,-72.15352222222222,0,4,12,12,8,8,15,24,660.0
44,5,271,205,1,12.839,79.954,12.839,79.954,0,45,53,33,24,-73.51794333333333,0,4,15,14,8,8,15,24,585.0
44,0,316,193,1,13.155,80.196,12.74,77.82,0,46,55,33,25,-78.41723611111111,0,4,19,12,8,8,15,14,320.0
44,5,318,985,1,12.839,79.954,12.839,79.954,0,47,53,33,24,-73.7335175,0,4,19,17,8,8,15,24,585.0
44,13,278,665,1,28.373,76.897,23.349,72.056,0,48,55,31,24,-77.56394805555556,0,4,18,12,8,8,7,10,950.0
44,15,278,709,1,28.373,76.897,23.349,72.056,0,49,55,31,24,-77.56392666666666,0,4,18,12,8,8,7,10,950.0
44,20,309,86,1,13.102,80.194,11.872,79.632,0,50,61,35,24,-84.73923611111111,1,4,1,13,9,8,15,20,170.0
44,20,291,86,1,11.872,79.632,13.102,80.194,0,51,53,33,25,-84.72009083333333,1,4,4,15,9,8,13,20,300.0
44,5,318,370,1,12.839,79.954,12.839,79.954,0,52,53,33,24,-78.30536111111111,0,4,19,12,8,8,15,24,103.0
44,0,293,919,1,13.155,80.196,12.751,77.804,0,53,55,33,25,-74.96895,0,4,19,16,8,8,15,14,535.0
44,5,271,185,1,12.839,79.954,12.839,79.954,0,54,53,33,24,-73.66164166666667,0,4,19,17,8,8,15,24,585.0
44,20,309,427,1,11.872,79.632,13.102,80.194,0,55,61,35,24,-83.6196175,1,4,3,15,9,8,13,24,175.0
44,0,319,426,1,13.215,80.32,12.766,77.786,0,56,55,32,25,-96.86660916666666,1,4,13,12,9,8,15,14,310.0
44,0,273,616,1,13.215,80.32,12.766,77.786,0,57,55,32,25,-96.8962925,1,4,13,12,9,8,15,14,310.0
44,5,270,1355,1,12.839,79.954,12.839,79.954,0,58,3,32,25,-96.82661027777777,1,4,13,13,9,8,15,24,69.0
34,7,189,1358,1,28.373519,76.835337,12.786517,79.975221,7,59,55,33,24,-44.28201027777778,0,5,18,22,8,8,7,24,2425.0
31,7,161,147,1,22.961777,72.094219,28.373519,76.835337,14,60,61,31,24,-66.45567222222222,0,4,15,21,8,8,6,11,900.0
1,0,152,1357,1,12.671093,77.779537,13.187219,80.307731,1,61,55,33,25,-57.79579805555556,6,4,22,12,8,8,15,24,365.0
31,7,205,806,1,12.786517,79.975221,22.961777,72.094219,14,62,65,31,24,-47.89696027777778,0,5,20,20,8,8,15,10,1900.0
31,7,160,1360,1,22.961777,72.094219,28.373519,76.835337,14,63,61,31,24,-66.46452777777777,0,4,15,21,8,8,6,11,900.0
31,23,267,1359,1,12.722686,77.676518,28.373519,76.835337,14,64,51,28,19,-28.8741075,5,4,20,15,8,8,9,11,2230.0
31,7,160,1361,1,28.373519,76.835337,22.961777,72.094219,14,65,61,31,24,-66.751575,0,4,14,20,8,8,7,10,1000.0
31,7,161,617,1,28.373519,76.835337,22.961777,72.094219,14,66,61,31,24,-67.95848527777778,0,4,16,20,8,8,7,10,1000.0
20,27,191,1360,1,9.973636,78.281783,12.223062,76.690357,0,67,51,37,25,-28.428040833333334,5,4,17,12,8,8,15,14,525.0
32,5,238,1356,1,28.373519,76.835337,12.930429,79.931163,18,68,55,33,24,-51.079320277777775,0,5,15,12,8,8,7,24,2400.0
31,7,161,147,1,28.373519,76.835337,12.786517,79.975221,14,69,55,33,24,-42.34938611111111,0,5,13,19,8,8,7,24,2425.0
31,2,170,1357,0,18.750621,73.87719,13.087428,80.184717,14,70,61,26,20,76.76117027777778,1,5,21,2,8,8,11,24,1300.0
34,7,161,618,1,12.786517,79.975221,22.961777,72.094219,7,71,65,31,24,-39.095261111111114,0,5,1,10,8,8,15,10,1900.0
31,7,161,763,1,22.961777,72.094219,12.786517,79.975221,14,72,65,31,24,-30.411408333333334,6,5,17,11,8,8,6,24,1900.0
8,0,163,1279,1,11.154594,76.922532,12.746894,77.806168,8,73,61,32,21,-53.18787861111111,6,4,18,13,8,8,15,24,400.0
31,7,162,817,1,12.786517,79.975221,22.961777,72.094219,14,74,65,31,24,-25.5461325,6,5,18,17,8,8,15,10,1900.0
31,7,162,817,1,12.786517,79.975221,22.961777,72.094219,14,75,65,31,24,-27.6652575,6,5,20,17,8,8,15,10,1900.0
34,7,238,817,1,28.373519,76.835337,12.786517,79.975221,7,76,61,33,24,-36.78891472222222,6,5,19,7,8,8,7,24,2425.0
32,5,238,817,1,28.373519,76.835337,12.930429,79.931163,18,77,63,33,24,-14.834484166666666,6,6,17,2,8,8,7,24,2400.0
31,34,161,817,1,12.683589,77.859239,31.045961,76.664373,14,78,63,31,23,-27.326794444444445,6,4,0,20,8,8,15,12,2543.0
31,7,205,817,1,28.373519,76.835337,12.786517,79.975221,14,79,61,33,24,-28.536249166666668,6,5,17,13,8,8,7,24,2425.0
31,7,267,817,1,28.373519,76.835337,12.786517,79.975221,14,80,61,33,24,-35.120333333333335,6,5,14,3,8,8,7,24,2425.0
31,34,179,1362,1,18.750621,73.87719,12.683589,77.859239,14,81,61,28,20,-49.97383055555556,6,4,15,13,8,8,11,24,980.0
31,7,149,1316,1,28.373519,76.835337,22.961777,72.094219,14,82,61,31,24,-48.77790638888889,6,4,14,13,8,8,7,10,1000.0
6,34,198,1362,1,18.750621,73.87719,12.683589,77.859239,0,83,61,28,20,-49.261925,6,4,14,13,8,8,11,24,980.0
34,6,158,1316,1,18.750621,73.87719,13.202214,80.131693,7,84,61,28,20,-50.01901388888889,6,4,17,15,8,8,11,24,1275.0
20,27,201,1362,1,9.973636,78.281783,12.223062,76.690357,0,85,63,37,25,-28.4258825,5,4,17,12,8,8,15,14,525.0
34,7,161,909,1,22.961777,72.094219,28.373519,76.835337,7,86,61,31,24,-25.586275,5,4,14,12,8,8,6,11,900.0
14,30,204,908,1,12.671093,77.779537,28.373519,76.835337,0,87,51,28,19,-30.129391666666667,5,4,18,12,8,8,15,11,2170.0
20,27,209,780,1,9.973636,78.281783,12.223062,76.690357,0,88,63,37,25,-28.390294444444443,5,4,17,12,8,8,15,14,525.0
34,7,161,813,1,12.786517,79.975221,22.961777,72.094219,7,89,65,33,24,-21.039536944444446,6,5,1,4,8,8,15,10,1900.0
34,6,46,1168,0,18.750621,73.87719,13.202214,80.131693,7,90,61,28,20,140.71352416666667,5,4,16,12,8,8,11,24,1175.0
34,6,93,1069,0,18.750621,73.87719,26.131293,91.749014,7,91,63,33,25,137.10820555555554,6,5,15,8,8,8,11,2,2750.0
34,7,243,390,1,28.373519,76.835337,12.786517,79.975221,7,92,61,33,24,-10.419694444444444,5,5,15,5,8,8,7,24,2425.0
14,6,139,951,0,18.750621,73.87719,26.131293,91.749014,0,93,63,33,25,144.67538611111112,6,5,15,16,8,8,11,2,2750.0
34,7,238,424,0,12.786517,79.975221,28.635325,76.693244,7,94,65,33,24,30.646461944444443,4,6,20,3,8,8,15,11,2455.0
31,5,150,967,1,18.750621,73.87719,12.930429,79.931163,14,95,63,33,24,-11.380019444444445,5,4,1,14,8,8,11,24,1290.0
34,7,160,559,1,22.961777,72.094219,28.373519,76.835337,7,96,61,32,24,-25.586311944444443,5,4,14,12,8,8,6,11,900.0
31,5,210,352,1,12.930429,79.931163,18.750621,73.87719,14,97,63,33,24,-9.392759166666666,5,5,15,6,8,8,15,17,1200.0
31,5,157,97,1,18.750621,73.87719,12.930429,79.931163,14,98,63,33,24,-25.606672222222223,5,4,14,13,8,8,11,24,1290.0
31,23,267,581,0,12.722686,77.676518,28.373519,76.835337,14,99,51,28,19,5.051065833333333,4,4,18,23,8,8,9,11,2230.0
31,7,162,1252,1,22.961777,72.094219,12.786517,79.975221,14,100,65,33,24,-5.522560277777778,4,4,18,13,8,8,6,24,1900.0
0,20,152,450,1,12.671093,77.779537,13.087428,80.184717,1,101,53,33,25,-81.97347416666666,0,4,23,13,8,8,15,24,310.0
34,3,158,452,0,22.749591,86.281875,17.942449,74.546328,7,102,53,32,24,46.34511583333333,2,4,17,15,8,8,8,17,1711.0
20,27,201,307,1,9.973636,78.281783,12.223062,76.690357,0,103,51,37,25,-69.3878425,0,4,14,17,8,8,15,14,525.0
34,7,199,214,1,23.5159,72.077925,12.786517,79.975221,7,104,63,31,25,-49.08829638888889,0,5,20,19,8,8,6,24,1900.0
31,5,28,929,1,18.750621,73.87719,12.930429,79.931163,14,105,61,25,21,-48.94305638888889,0,4,0,23,8,8,11,24,1290.0
20,27,191,1186,0,9.973636,78.281783,12.223062,76.690357,0,106,51,37,25,44.55813138888889,2,4,18,15,8,8,15,14,525.0
34,27,151,352,0,9.973636,78.281783,12.223062,76.690357,7,107,51,37,25,25.138419444444445,3,4,16,17,8,8,15,14,525.0
34,5,208,1253,1,18.750621,73.87719,12.930429,79.931163,7,108,61,25,21,-88.83753416666667,1,4,13,21,9,8,11,24,1290.0
31,5,170,1176,0,18.750621,73.87719,12.930429,79.931163,14,109,61,25,21,1.715925,4,4,15,17,8,8,11,24,1290.0
31,5,183,1175,1,18.750621,73.87719,12.930429,79.931163,14,110,61,25,21,-56.89705277777778,0,5,18,9,8,8,11,24,1290.0
31,5,247,578,1,18.750621,73.87719,12.930429,79.931163,14,111,61,25,21,-67.64371027777777,1,5,1,6,9,8,11,24,1290.0
31,23,147,260,0,12.722686,77.676518,28.373519,76.835337,14,112,61,28,19,70.39832694444445,1,4,16,14,8,8,9,11,2230.0
9,23,267,579,0,12.722686,77.676518,28.373519,76.835337,7,113,61,28,19,68.76197583333334,1,4,16,12,8,8,9,11,2230.0
34,7,199,1055,0,12.786517,79.975221,22.961777,72.094219,7,114,65,34,24,59.66785194444444,2,4,1,13,8,8,15,10,1900.0
2,0,190,1238,1,11.154594,76.922532,13.187219,80.307731,5,115,63,33,25,-54.18756388888889,6,4,19,12,8,8,15,24,530.0
34,13,155,777,0,28.430086,77.017841,23.442055,72.150343,7,116,65,31,24,91.80210472222223,0,4,17,13,8,8,7,10,950.0
20,27,191,352,0,9.973636,78.281783,12.223062,76.690357,0,117,63,37,24,28.448890833333333,3,4,16,21,8,8,15,14,525.0
32,5,238,352,0,28.373519,76.835337,12.930429,79.931163,18,118,63,33,24,37.874696388888886,2,4,23,13,8,8,7,24,2400.0
14,6,267,710,0,18.750621,73.87719,28.30904,76.969455,0,119,61,28,20,2.320671388888889,4,4,14,17,8,8,11,11,1400.0
31,7,161,665,0,12.786517,79.975221,28.373519,76.835337,14,120,65,33,24,2.6344797222222223,4,4,15,18,8,8,15,11,2240.0
34,6,236,669,0,18.750621,73.87719,13.202214,80.131693,7,121,63,33,24,2.7196008333333332,4,4,14,17,8,8,11,24,1275.0
31,7,193,1101,0,22.961777,72.094219,12.786517,79.975221,14,122,65,32,24,30.16980361111111,4,5,14,20,8,8,6,24,1900.0
17,23,267,872,0,12.722686,77.676518,28.373519,76.835337,16,123,63,33,25,140.5408111111111,5,4,16,13,8,8,9,11,2230.0
34,7,199,178,0,22.961777,72.094219,12.786517,79.975221,7,124,65,32,24,9.261422222222222,4,4,13,23,8,8,6,24,1900.0
20,27,230,1007,0,9.973636,78.281783,12.223062,76.690357,0,125,63,37,25,42.13548888888889,2,4,18,12,8,8,15,14,525.0
34,6,69,1248,0,18.750621,73.87719,28.30904,76.969455,7,126,61,28,20,69.15741861111111,1,4,16,13,8,8,11,11,1400.0
31,5,48,141,0,18.750621,73.87719,12.930429,79.931163,14,127,63,33,24,63.76023611111111,1,4,21,13,8,8,11,24,1290.0
31,5,210,127,0,18.750621,73.87719,12.930429,79.931163,14,128,63,33,24,2.096302777777778,4,4,18,20,8,8,11,24,1290.0
32,5,238,860,0,28.373519,76.835337,12.930429,79.931163,18,129,63,33,24,22.824360277777778,4,5,17,16,8,8,7,24,2400.0
9,23,267,857,0,12.722686,77.676518,28.373519,76.835337,7,130,61,28,19,116.70230916666667,6,4,16,13,8,8,9,11,2230.0
31,23,267,1003,0,12.722686,77.676518,28.373519,76.835337,14,131,61,28,19,117.5470675,6,4,16,14,8,8,9,11,2230.0
34,6,92,434,0,18.750621,73.87719,26.131293,91.749014,7,132,63,33,24,117.44223694444445,6,4,15,13,8,8,11,2,2750.0
14,6,139,434,0,18.750621,73.87719,26.131293,91.749014,0,133,63,33,24,122.86254805555555,6,4,15,18,8,8,11,2,2750.0
14,6,139,200,0,18.750621,73.87719,26.131293,91.749014,0,134,63,33,24,267.0577241666667,0,4,15,18,8,8,11,2,2750.0
9,23,267,205,0,12.722686,77.676518,28.373519,76.835337,7,135,65,34,25,308.86657694444443,5,4,19,16,8,8,9,11,2230.0
36,19,74,193,0,23.67348,86.129379,23.530626,85.458186,35,136,65,31,23,153.47011111111112,5,4,5,14,8,8,8,13,148.0
36,19,140,985,0,28.658633,77.438643,30.363108,76.794961,35,137,65,32,25,121.70686194444444,6,4,14,16,8,8,17,11,205.0
36,19,140,665,0,28.658633,77.438643,29.420166,77.784542,35,138,63,32,25,155.10598611111112,5,4,2,13,8,8,17,26,84.9
36,19,140,709,0,26.19229040350968,91.75127677536253,28.927021,77.642158,35,139,63,33,25,106.31236666666666,0,4,2,12,8,8,17,26,50.0
36,19,140,86,0,26.19229040350968,91.75127677536253,28.927021,77.642158,35,140,63,33,25,133.83495277777777,6,4,0,13,8,8,17,26,50.0
36,19,140,86,0,26.19229040350968,91.75127677536253,28.927021,77.642158,35,141,63,33,25,110.19425277777778,0,4,1,16,8,8,17,26,50.0
36,19,140,370,0,26.19229040350968,91.75127677536253,28.927021,77.642158,35,142,63,33,25,106.89206666666666,0,4,2,12,8,8,17,26,50.0
36,19,74,919,0,23.67348,86.129379,23.677124795772432,86.0845500362754,35,143,63,31,23,134.8369313888889,5,4,22,13,8,8,8,13,30.0
38,19,78,185,0,26.185619636418977,91.84358193219721,25.525186,91.867201,27,144,63,33,25,57.83907972222222,2,4,4,14,8,8,2,18,109.0
36,19,63,394,0,26.19229040350968,91.75127677536253,23.176713,86.933714,35,145,63,33,25,92.74252222222222,0,4,17,14,8,8,18,28,235.0
36,19,76,429,0,26.19229040350968,91.75127677536253,23.176713,86.933714,35,146,63,33,25,94.33505638888889,0,4,18,16,8,8,18,28,240.0
36,19,74,1186,0,23.67348,86.129379,24.734179,87.626042,35,147,63,31,23,33.69878055555556,3,4,4,14,8,8,8,13,362.0
31,5,179,929,1,18.750621,73.87719,12.930429,79.931163,14,148,61,28,20,-51.26072777777778,6,4,16,12,8,8,11,24,1290.0
44,5,318,1236,1,12.839,79.954,12.839,79.954,0,149,53,33,24,-79.1325075,0,4,19,12,8,8,15,24,29.0
44,5,318,1236,1,12.839,79.954,12.839,79.954,0,150,53,33,24,-78.81633055555555,0,4,18,11,8,8,15,24,21.0
44,5,294,705,1,12.839,79.954,12.839,79.954,0,151,3,32,25,-89.01409527777778,1,4,4,11,9,8,15,24,20.0
34,7,199,711,1,22.961777,72.094219,12.786517,79.975221,7,152,65,31,24,-30.757451944444444,6,5,13,7,8,8,6,24,1900.0
8,0,163,866,1,11.154594,76.922532,12.746894,77.806168,8,153,61,32,21,-32.00808333333333,5,4,19,11,8,8,15,24,400.0
44,12,317,1111,1,28.207,76.856,28.207,76.856,0,154,51,32,25,-99.22878333333334,1,4,15,12,9,8,14,22,242.0
44,5,271,1110,1,12.839,79.954,12.839,79.954,0,155,53,33,24,-80.00473138888889,0,4,19,11,8,8,15,24,21.0
44,5,283,257,1,12.839,79.954,12.839,79.954,0,156,53,33,24,-78.14813055555555,0,4,16,10,8,8,15,24,3.0
31,20,150,818,1,13.087428,80.184717,18.750621,73.87719,14,157,61,26,20,-30.566484166666665,5,4,17,11,8,8,15,17,1199.0
31,5,183,218,1,18.750621,73.87719,12.930429,79.931163,14,158,61,28,20,-29.301645277777776,5,4,16,10,8,8,11,24,1290.0
44,0,272,1133,1,13.215,80.32,12.766,77.786,0,159,63,33,25,-52.697325,6,4,15,10,8,8,15,14,310.0
44,0,319,703,1,13.215,80.32,12.766,77.786,0,160,63,33,25,-53.2457075,6,4,15,10,8,8,15,14,310.0
44,0,319,904,1,13.215,80.32,12.766,77.786,0,161,63,33,25,-56.79545,6,4,21,12,8,8,15,14,310.0
44,5,312,681,1,12.839,79.954,12.839,79.954,0,162,53,33,24,-75.93955555555556,0,4,14,10,8,8,15,24,15.0
44,5,270,54,1,12.839,79.954,12.839,79.954,0,163,53,33,24,-81.08647944444445,0,4,18,9,8,8,15,24,69.0
44,33,268,1099,1,12.777,80.025,12.778,80.025,0,164,61,33,24,-75.55256666666666,0,4,13,9,8,8,15,24,20.0
44,33,268,959,1,12.777,80.025,12.778,80.025,0,165,61,33,24,-75.69567583333334,0,4,13,9,8,8,15,24,20.0
44,5,312,1254,1,12.839,79.954,12.839,79.954,0,166,53,33,24,-79.79718972222223,0,4,17,9,8,8,15,24,20.0
14,7,249,1018,1,23.5159,72.077925,12.786517,79.975221,0,167,61,31,24,-81.65574166666667,0,4,20,10,8,8,6,24,1900.0
31,5,170,1012,1,18.750621,73.87719,12.930429,79.931163,14,168,61,28,20,-40.0295,6,4,0,8,8,8,11,24,1290.0
44,5,294,864,1,12.839,79.954,12.839,79.954,0,169,53,33,24,-93.08992222222223,1,4,3,6,9,8,15,24,20.0
44,20,309,789,1,11.872,79.632,13.102,80.194,0,170,53,33,25,-97.69661111111111,1,4,7,6,9,8,13,24,175.0
44,20,309,1116,1,13.102,80.194,11.872,79.632,0,171,61,35,24,-94.37589722222222,1,4,1,3,9,8,15,20,170.0
44,5,312,1248,1,12.839,79.954,12.839,79.954,0,172,53,33,24,-66.7340175,6,4,22,3,8,8,15,24,69.0
44,5,283,86,1,12.839,79.954,12.839,79.954,0,173,63,33,24,-49.10646666666667,6,4,3,2,8,8,15,24,931.0
44,5,283,387,1,12.839,79.954,12.839,79.954,0,174,53,33,24,-85.78997055555556,0,4,15,2,8,8,15,24,70.0
44,5,294,1395,1,12.839,79.954,12.839,79.954,0,175,53,33,24,-94.75441027777778,1,4,0,1,9,8,15,24,3.0
31,2,170,909,1,13.087428,80.184717,18.750621,73.87719,14,176,61,26,20,-45.36261861111111,5,4,22,1,8,8,15,17,1199.0
9,23,267,908,0,12.722686,77.676518,28.373519,76.835337,7,177,63,33,25,248.48347027777777,0,4,16,1,8,8,9,11,2230.0
11,34,179,780,0,18.750621,73.87719,12.223062,76.690357,7,178,61,28,20,229.8456527777778,1,4,14,3,8,8,11,14,1050.0
44,5,271,813,1,12.839,79.954,12.839,79.954,0,179,53,33,24,-87.23256305555556,0,4,15,0,8,8,15,24,61.0
44,5,294,1168,1,12.839,79.954,12.839,79.954,0,180,3,32,25,-99.7050425,1,4,4,0,9,8,15,24,20.0
44,5,294,1069,1,12.839,79.954,12.839,79.954,0,181,53,33,24,-88.03513722222222,0,3,15,23,8,8,15,24,20.0
44,5,294,392,1,12.839,79.954,12.839,79.954,0,182,53,33,24,-94.73964083333334,0,3,19,20,8,8,15,24,3.0
34,7,180,1284,0,22.961777,72.094219,12.786517,79.975221,7,183,65,32,24,85.70509916666667,1,5,17,7,8,8,6,24,1900.0
44,34,313,390,1,18.627,73.743,18.627,73.743,0,184,51,26,21,-98.62584638888889,0,3,22,19,8,8,11,17,353.0
44,5,271,225,1,12.839,79.954,12.839,79.954,0,185,53,33,24,-73.13404166666666,6,3,20,19,8,8,15,24,103.0
44,20,309,816,1,11.872,79.632,13.102,80.194,0,186,61,35,25,-97.18531305555555,0,3,19,18,8,8,13,24,175.0
44,34,313,148,1,18.627,73.743,18.627,73.743,0,187,51,26,21,-98.36530361111112,0,3,21,19,8,8,11,17,353.0
44,20,309,1175,1,11.872,79.632,13.102,80.194,0,188,61,35,25,-96.48961111111112,0,3,18,18,8,8,13,24,175.0
31,5,210,579,1,18.750621,73.87719,12.930429,79.931163,14,189,63,33,24,-31.01537777777778,5,3,1,18,8,8,11,24,1290.0
44,20,309,1054,1,11.872,79.632,13.102,80.194,0,190,61,35,25,-94.02446194444444,0,3,19,21,8,8,13,20,300.0
44,24,273,262,1,12.751,77.804,13.215,80.32,0,191,63,33,25,-74.31900472222222,6,3,19,17,8,8,15,24,365.0
44,5,295,500,1,22.99,72.25,18.747,73.788,0,192,53,26,20,-93.24778805555556,0,3,14,17,8,8,11,17,1340.0
34,6,66,454,1,18.750621,73.87719,13.202214,80.131693,7,193,63,33,24,-21.3898325,4,3,14,17,8,8,11,24,1275.0
32,5,129,442,0,28.373519,76.835337,12.930429,79.931163,18,194,63,33,25,179.01504083333333,4,5,20,7,8,8,7,24,2400.0
31,23,267,429,0,12.722686,77.676518,28.373519,76.835337,14,195,65,34,25,300.84622777777776,6,5,19,8,8,8,9,11,2230.0
34,6,44,429,1,18.750621,73.87719,13.202214,80.131693,7,196,63,33,24,-21.031833333333335,4,3,14,17,8,8,11,24,1275.0
34,6,182,428,1,18.750621,73.87719,13.202214,80.131693,7,197,63,33,24,-21.689276944444444,4,3,14,17,8,8,11,24,1275.0
44,0,306,86,1,12.72,77.817,12.722,77.87,0,198,51,28,20,-99.76215083333334,0,3,20,16,8,8,9,14,110.0
31,7,161,827,1,22.961777,72.094219,28.373519,76.835337,14,199,55,32,24,-20.120576944444444,4,3,14,18,8,8,6,11,900.0
11,34,179,827,1,18.750621,73.87719,12.683589,77.859239,7,200,51,28,20,-27.447064722222223,4,3,20,16,8,8,11,24,980.0
11,34,55,352,0,18.750621,73.87719,12.683589,77.859239,7,201,61,28,20,14.408683333333334,3,4,14,5,8,8,11,24,980.0
44,0,306,352,1,12.72,77.817,12.722,77.87,0,202,51,28,20,-99.86062861111111,0,3,20,16,8,8,9,14,110.0
